"Date","Adjusted"
2019-01-01,140.819412231445
2019-01-02,155.04768371582
2019-01-03,149.135009765625
2019-01-04,154.581939697266
2019-01-05,155.638595581055
2019-01-06,157.746200561523
2019-01-07,151.69921875
2019-01-08,150.359634399414
2019-01-09,150.803115844727
2019-01-10,128.625183105469
2019-01-11,127.548324584961
2019-01-12,125.966529846191
2019-01-13,116.897804260254
2019-01-14,129.068725585938
2019-01-15,122.03271484375
2019-01-16,123.547065734863
2019-01-17,123.741920471191
2019-01-18,121.010261535645
2019-01-19,124.519020080566
2019-01-20,119.474830627441
2019-01-21,117.157852172852
2019-01-22,118.747550964355
2019-01-23,117.452606201172
2019-01-24,117.362884521484
2019-01-25,116.378341674805
2019-01-26,116.488739013672
2019-01-27,113.405288696289
2019-01-28,106.589973449707
2019-01-29,105.598213195801
2019-01-30,108.907539367676
2019-01-31,107.061012268066
2019-02-01,107.609786987305
2019-02-02,110.43025970459
2019-02-03,107.492668151855
2019-02-04,107.821601867676
2019-02-05,107.443519592285
2019-02-06,104.919288635254
2019-02-07,104.535301208496
2019-02-08,119.26774597168
2019-02-09,119.430885314941
2019-02-10,124.806488037109
2019-02-11,121.298393249512
2019-02-12,122.572288513184
2019-02-13,122.553604125977
2019-02-14,121.390205383301
2019-02-15,122.100387573242
2019-02-16,123.260215759277
2019-02-17,133.598876953125
2019-02-18,146.098373413086
2019-02-19,145.34619140625
2019-02-20,149.554336547852
2019-02-21,146.130844116211
2019-02-22,149.09245300293
2019-02-23,158.795425415039
2019-02-24,135.852661132812
2019-02-25,139.822860717773
2019-02-26,138.08967590332
2019-02-27,136.125961303711
2019-02-28,136.746246337891
2019-03-01,136.443618774414
2019-03-02,134.206954956055
2019-03-03,132.249420166016
2019-03-04,127.774124145508
2019-03-05,137.822387695312
2019-03-06,138.789352416992
2019-03-07,138.03450012207
2019-03-08,135.127075195312
2019-03-09,137.96533203125
2019-03-10,136.758682250977
2019-03-11,133.834030151367
2019-03-12,134.442886352539
2019-03-13,133.263076782227
2019-03-14,133.71159362793
2019-03-15,137.691787719727
2019-03-16,142.398178100586
2019-03-17,140.000549316406
2019-03-18,139.374603271484
2019-03-19,140.519195556641
2019-03-20,140.68635559082
2019-03-21,136.63606262207
2019-03-22,137.181442260742
2019-03-23,138.239868164062
2019-03-24,136.986923217773
2019-03-25,135.031021118164
2019-03-26,135.460357666016
2019-03-27,140.988159179688
2019-03-28,139.416473388672
2019-03-29,142.497421264648
2019-03-30,142.092681884766
2019-03-31,141.514099121094
2019-04-01,141.830322265625
2019-04-02,163.96174621582
2019-04-03,161.458801269531
2019-04-04,158.052536010742
2019-04-05,165.514846801758
2019-04-06,165.947204589844
2019-04-07,174.531646728516
2019-04-08,180.258819580078
2019-04-09,176.11457824707
2019-04-10,177.337478637695
2019-04-11,165.497024536133
2019-04-12,164.736328125
2019-04-13,164.51335144043
2019-04-14,167.838516235352
2019-04-15,161.574172973633
2019-04-16,167.623443603516
2019-04-17,166.950759887695
2019-04-18,173.814025878906
2019-04-19,173.708435058594
2019-04-20,173.751266479492
2019-04-21,170.046524047852
2019-04-22,171.874664306641
2019-04-23,171.447799682617
2019-04-24,165.826095581055
